"Date of introduction";"Bill title";"Current Status";"Date - Passage / Withdrawal /Lapsing";"link";"Representative"
"2022-04-01";"The Widows (Protection and Maintenance) Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/51 of 2022 (As).pdf?source=legislation";"Janardan Singh Sigriwal"
"2022-04-01";"The App Developers (Protection) Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/26 of 2022 As introduced.pdf?source=legislation";"Lavu Sri Krishna Devarayalu"
"2022-04-01";"The Special Financial Assistance to the State of Punjab Bill, 2020";"Lapsed";"14-01-2023";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/12 of 2020 As.pdf?source=legislation";"Santokh Singh Chaudhary"
"2022-04-01";"The Constitution (Amendment) Bill, 2020 (Amendment of article 124, etc.)";"Lapsed";"14-01-2023";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/11 of 2020AS INTRO.pdf?source=legislation";"Santokh Singh Chaudhary"
"2022-04-01";"The Constitution (Amendment) Bill, 2019 (Substitution of new article for article 248, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/89 of 2019 as.pdf?source=legislation";"Ravneet Singh"
"2022-04-01";"The Provision of Financial Assistance for De-Addiction Centres Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/116 of 2019 as.pdf?source=legislation";"Ravneet Singh"
"2022-04-01";"The Indian Penal Code (Amendment) Bill, 2022 (Insertion of section 72A, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/54 of 2022 AS Bill.pdf?source=legislation";"Aparupa Poddar (Afrin Ali)"
"2022-04-01";"The Sikh Gurdwaras (Amendment) Bill, 2019 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/101 of 2019 as.pdf?source=legislation";"Ravneet Singh"
"2022-04-01";"The Working Women (Basic Facilities and Welfare) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/212 of 2019 as.pdf?source=legislation";"Riti Pathak"
"2022-04-01";"The Commission for the Formation of the State of Vidarbha Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/215 of 2019 as.pdf?source=legislation";"Ashok Mahadeorao Nete"
"2022-04-01";"The Forest (Conservation) Amendment Bill, 2019 (Insertion of new section 3C)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/202 of 2019 as.pdf?source=legislation";"Ashok Mahadeorao Nete"
"2022-04-01";"The Unlawful Activities (Prevention) Repeal Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/75 of 2022 as intro.pdf?source=legislation";"Shashi Tharoor"
"2022-04-01";"The Special Marriage (Amendment) Bill, 2022 (Insertion of new section 4A,etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/67 of 2022 As introduced.pdf?source=legislation";"Supriya Sule"
"2022-04-01";"The Compulsory Teaching of Sex Education in Educational Institutions Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/100 of 2021 as introduce.pdf?source=legislation";"Ram Mohan Naidu Kinjarapu"
"2022-04-01";"The Constitution (Amendment) Bill, 2022 (Insertion of new article 21B)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/55 of 2022 AS Bill.pdf?source=legislation";"M. K. Raghavan"
"2022-04-01";"The Constitution (Amendment) Bill, 2019 (Amendment of article 51A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/282 of 2019 As.pdf?source=legislation";"Ram Mohan Naidu Kinjarapu"
"2022-04-01";"The Fishermen Welfare Fund Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/316 of 2019As.pdf?source=legislation";"Ram Mohan Naidu Kinjarapu"
"2022-04-01";"The Unemployment Allowance Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/221 of 2019 as.pdf?source=legislation";"Ashok Mahadeorao Nete"
"2022-04-01";"The Constitution (Amendment) Bill, 2019 (Amendment of articles 84 and 173)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/293 of 2019AS INTRO.pdf?source=legislation";"Shrikant Eknath Shinde"
"2022-04-01";"The Uniform Education Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/193 of 2019 as.pdf?source=legislation";"Rakesh Singh"
"2022-04-01";"The Universal Health Insurance Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/59 of 2022 EV (AS).pdf?source=legislation";"M. K. Raghavan"
"2022-04-01";"The Code of Criminal Procedure (Amendment) Bill, 2019 (Amendment of section 126)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/284 of 2019 AS INTRODUCED.pdf?source=legislation";"Manish Tewari"
"2022-04-01";"The Constitution (Amendment) Bill, 2021 (Insertion of new article 239C)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/138 of 2021 as intro .pdf?source=legislation";"M. K. Raghavan"
"2022-04-01";"The Farmers Welfare Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/210 of 2019 as.pdf?source=legislation";"Rakesh Singh"
"2022-04-01";"The Compulsory Training of Cardiopulmonary Resuscitation (CPR) in Schools Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/239 of 2019 as.pdf?source=legislation";"Shrikant Eknath Shinde"
"2022-04-01";"The Hindu Marriage (Amendment) Bill, 2021 (Amendment of section 13)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2 of 2021 AS INTRODUCED.pdf?source=legislation";"Manish Tewari"
"2022-04-01";"The Provision of Communication Facilities in Every Village Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/195 of 2019 as.pdf?source=legislation";"Rakesh Singh"
"2022-04-01";"The Constitution (Amendment) Bill, 2022 (Insertion of new article 338C)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/33 of 2022 as introduced.pdf?source=legislation";"Chandra Prakash Joshi"
"2022-04-01";"The Special Financial Assistance for Geo-Mapping of Trees in the State of Rajasthan Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/60 of 2022 As Introduced Bill .pdf?source=legislation";"Chandra Prakash Joshi"
"2022-02-04";"The Information Technology (Amendment) Bill, 2019 (Insertion of new section 66CA)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/280 of 2019As.pdf?source=legislation";"Suresh Kodikunnil"
"2022-02-04";"The Constitution (Amendment) Bill, 2020 (Amendment of article 16)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/57 of 2020 AS INTRO.pdf?source=legislation";"Suresh Kodikunnil"
"2022-02-04";"The Commission for the Formation of the State of Vidarbha Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/30 of 2020As Int....pdf?source=legislation";"Ramdas Chandrabhanji Tadas"
"2022-02-04";"The Information Technology (Amendment) Bill, 2020 (Amendment of section 7)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/69 of 2020 As Int.pdf?source=legislation";"Suresh Kodikunnil"
"2022-02-04";"The Uniform Civil Code Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/40 of 2021 AS.pdf?source=legislation";"Sushil Kumar Singh"
"2022-02-04";"The Special Financial Assistance to the Korapur, Balangir and Kalahandi Region of the State of Odisha Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/35 of 2020 AS INTRO.pdf?source=legislation";"Sangeeta Kumari Singh Deo"
"2022-02-04";"The Members of Parliament (Adoption of Sportspersons) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/6 of 2022 as introduced .pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2022-02-04";"The Compulsory Teaching of Knowledge, Traditions and Practices of India in Educational Institutions Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/133 of 2021 AS INTRODUCED.pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2022-02-04";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2021 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/39 of 2021 AS INTRODUCED.pdf?source=legislation";"Sushil Kumar Singh"
"2022-02-04";"The Infants, Children and Young Adults (Comprehensive Care and Protection) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/16 of 2022 as introduced.pdf?source=legislation";"V. Kalanidhi"
"2022-02-04";"The Secularism and Communal Harmony (Preservation) Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/40 of 2020 as introduced .pdf?source=legislation";"Saugata Roy"
"2022-02-04";"The Compulsory Teaching of Financial Education Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/15 of 2022 as intro.pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2022-02-04";"The Constitution (Amendment) Bill, 2020 (Amendment of article 124)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/103 of 2020 AS INTRODUCED.pdf?source=legislation";"P.P. Chaudhary"
"2022-02-04";"The Constitution (Amendment) Bill, 2021 (Amendment of article 124)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/32 of 2021 (As Introduced) .pdf?source=legislation";"P.P. Chaudhary"
"2022-02-04";"The Constitution (Amendment) Bill, 2021 (Amendment of article 51A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/87 of 2021 (AS) Ev.pdf?source=legislation";"P.P. Chaudhary"
"2022-02-04";"The Protection of Women from Domestic Violence (Amendment) Bill, 2021 (Amendment of sections 5 and 9)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/23 of 2021 As Int....pdf?source=legislation";"Rama Devi"
"2022-02-04";"The Judicious Use of Tax Revenue (For Government Advertisements) Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/101 of 2020 AS INTRODUCED.pdf?source=legislation";"Supriya Sule"
"2022-02-04";"The Women (Development and Welfare) Authority Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/13 of 2021 as.pdf?source=legislation";"Rama Devi"
"2022-02-04";"The Prevention of Cruelty to Animals (Amendment) Bill, 2022 (Amendment of sections 11 and 20)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/8 of 2022 as introduced .pdf?source=legislation";"Shyam Singh Yadav"
"2022-02-04";"The Women's (Reservation in Workplace) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/8 of 2021 As Int....pdf?source=legislation";"Rama Devi"
"2022-02-04";"The Maintenance of Food, Potable Water and Fodder Supplies in Drought Affected Areas Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1 of 2020 AS INTRO.pdf?source=legislation";"Ranjeeta Koli"
"2022-02-04";"The Heritage Cities and Sites (Conservation and Development) Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/3 of 2020 as.pdf?source=legislation";"Ranjeeta Koli"
"2022-02-04";"The Distressed Widows and Single Women (Protection, Rehabilitation and Welfare) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/10 of 2021 as.pdf?source=legislation";"Ranjeeta Koli"
"2022-02-04";"The National Board for Creation of Small States Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/30 of 2021 AS INTRODUCED.pdf?source=legislation";"Pushpendra Singh Chandel"
"2022-02-04";"The Asylum Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/45 of 2021 As (PDF).pdf?source=legislation";"Shashi Tharoor"
"2022-02-04";"The Waqf (Amendment) Bill, 2021 (Insertion of new section 43A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/154 of 2021 as.pdf?source=legislation";"Sanjay Bhatia"
"2022-02-04";"The Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2022 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/10 of 2022 AS INTRODUCED.pdf?source=legislation";"V.K. Sreekandan"
"2022-02-04";"The Reduction of Food Wastage and Redistribution of Excess Food Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/102 of 2020 As In.pdf?source=legislation";"Imtiaz Jaleel Syed"
"2022-02-04";"The Right of Persons with Disabilities (Amendment) Bill, 2020 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/107 of 2020 AS INTRODUCED.pdf?source=legislation";"Nishikant Dubey"
"2022-02-04";"The Population Control Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/81 of 2021 as introduced.pdf?source=legislation";"Nishikant Dubey"
"2022-02-04";"The Code on Social Security (Amendment) Bill, 2021 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/156 of 2021 As i.pdf?source=legislation";"Heena Vaijaykumar Gavit"
"2022-02-04";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2020 (Insertion of new section 6A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/54 of 2020AS INTRO.pdf?source=legislation";"Nihalchand"
"2022-02-04";"The Indian Penal Code (Amendment) Bill, 2022 (Amendment of section166)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/17 of 2022 as introduced.pdf?source=legislation";"Arvind Sawant"
"2022-02-04";"The National Urban Employment Guarantee Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/157 of 2021 As i.pdf?source=legislation";"Gaddam Ranjith Reddy"
"2022-02-04";"The Destitute and Neglected Women (Welfare) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/310 of 2019 As.pdf?source=legislation";"Benny Behanan"
"2022-02-04";"The Persons Living in Coastal Zone (Rehabilitation and Welfare) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/303 of 2019AS INTRO.pdf?source=legislation";"Benny Behanan"
"2022-02-04";"The Constitution (Amendment) Bill, 2021 (Amendment of articles 84 and 173)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/22 of 2021 As Int....pdf?source=legislation";"Bhartruhari Mahtab"
"2022-02-04";"The National Crop Insurance Commission Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/51 of 2020 As.pdf?source=legislation";"Nihalchand"
"2022-02-04";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2021 (Amendment of Schedule I)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/11 of 2021 AS INTRO.pdf?source=legislation";"Nihalchand"
"2022-02-04";"The Constitution (Amendment) Bill, 2021 (Substitution of new article and sub-heading thereto for article 29)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/20 of 2021 AS.pdf?source=legislation";"Bhartruhari Mahtab"
"2022-02-04";"The Prevention of Acid Attacks and Rehabilitation of Acid Attack Victims Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/27 of 2021 AS INTRODUCED.pdf?source=legislation";"Bhartruhari Mahtab"
"2022-02-04";"The Constitution (Amendment) Bill, 2021 (Amendment of article 243C)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/145 of 2021 as introduced.pdf?source=legislation";"Kunwar Danish Ali"
"2022-02-04";"The Indian Penal Code (Amendment) Bill, 2021 (Omission of section 124A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/64 of 2021 as introduced AN.pdf?source=legislation";"Mohammad Jawed"
"2022-02-04";"The Bureau of Accountability Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/7 of 2022 AS INTRODUCED.pdf?source=legislation";"Gopal Chinayya Shetty"
"2022-02-04";"The Constitution (Amendment) Bill, 2022 (Amendment of the Preamble, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/3 of 2022 (As) .pdf?source=legislation";"Gopal Chinayya Shetty"
"2022-02-04";"The Other Backward Classes and Economically Weaker Sections (Census and Other Welfare Provisions) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/14 of 2021 AS.pdf?source=legislation";"Ganesh Singh"
"2022-02-04";"The Other Backward Classes (Removal of Creamy Layer Criteria) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/78 of 2021 as introduced.pdf?source=legislation";"Ganesh Singh"
"2022-02-04";"The Farmers (Guaranteed Income and Welfare) Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/41 of 2020 AS INTRO.pdf?source=legislation";"Malook Nagar"
"2022-02-04";"The National Commission for Creation of Small States Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/92 of 2020 As In.pdf?source=legislation";"Malook Nagar"
"2022-02-04";"The Martyrs (Payment of Adequate Compensation) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/12 of 2022 to be AN.pdf?source=legislation";"Dileshwar Kamait"
"2022-02-04";"The Special Financial Assistance for Ancient Monuments and Archaeological Sites and Remains in the State of Tamil Nadu Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/149 of 2021 As in.pdf?source=legislation";"D.M. Kathir Anand"
"2022-02-04";"The Hindu Marriage (Amendment) Bill, 2022 (Insertion of new section 7A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/9 of 2022 AS INTRODUCED.pdf?source=legislation";"DNV Senthilkumar S."
"2022-02-04";"The Protection of Farmers Families Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/43 of 2020 AS.pdf?source=legislation";"Malook Nagar"
"2022-02-04";"The Compulsory Donation of Surplus Food Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/50 of 2020 As Int....pdf?source=legislation";"Feroze Varun Gandhi"
"2022-02-04";"The Welfare of Families of Defence Personnel Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/63 of 2020As.pdf?source=legislation";"Manoj Kotak Kishorbhai"
"2022-02-04";"The Pre-School Regulatory Authority Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/53 of 2020 AS INTRO.pdf?source=legislation";"Manoj Kotak Kishorbhai"
"2022-02-04";"The Establishment of Special Schools for Mentally Retarded Children Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/344 of 2019As.pdf?source=legislation";"Manoj Kotak Kishorbhai"
"2022-02-04";"The Prevention of Bribery of Foreign Public Officials and Officials of Public International Organisations Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/353 of 2019 as.pdf?source=legislation";"Feroze Varun Gandhi"
"2022-02-04";"The Single Use plastic (Regulation) Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/104 of 2020 AS INTRODUCED.pdf?source=legislation";"Nishikant Dubey"
"2022-02-04";"The Andhra Pradesh Reorganisation (Amendment) Bill, 2021 (Amendment of Thirteenth Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/131 of 2021 AS intro .pdf?source=legislation";"Gaddam Ranjith Reddy"
"2022-02-04";"The Provisions of the Municipalities (Extension to the Scheduled Areas) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/150 of 2021 As in.pdf?source=legislation";"Heena Vaijaykumar Gavit"
"2022-02-04";"The Constitution (Amendment) Bill, 2022 (Insertion of new article 16A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/14 of 2022 (As intro).pdf?source=legislation";"Andimuthu Raja"
"2022-02-04";"The Gutka and Pan Masala (Prohibition) Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/22 of 2020 as.pdf?source=legislation";"Kirit Premjibhai Solanki"
"2022-02-04";"The Right to Work Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/92 of 2021 (AS).pdf?source=legislation";"Alok Kumar Suman"
"2022-02-04";"The Scheduled Tribes (Reservation in Posts and Services and Filling up of Vacancies in a Time Bound Manner) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/146 of 2021 as introduced.pdf?source=legislation";"Heena Vaijaykumar Gavit"
"2022-02-04";"The Direct Cash Transfer (Financial Assistance to Poor Households) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/5 of 2022 AS INTRODCUED.pdf?source=legislation";"N.K.Premachandran"
"2022-02-04";"The Indian Easements (Amendment) Bill, 2019 (Amendment of section 7, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/214 of 2019 as.pdf?source=legislation";"Kirit Premjibhai Solanki"
"2022-02-04";"The Online Platform Delivery Personnel (Protection) Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/23 of 2020 as.pdf?source=legislation";"Kirit Premjibhai Solanki"
"2022-02-04";"The Beggars (Employment, Skill Development and Rehabilitation) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/52 of 2021 AS INTRODUCED.pdf?source=legislation";"Alok Kumar Suman"
"2022-02-04";"The Constitution (Amendment) Bill, 2022 (Substitution of new article for article 85, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/20 of 2022 AS INTRODUCED.pdf?source=legislation";"Jayant Sinha"
"2022-02-04";"The Compulsory Yoga and Sports Education in Schools Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/80 of 2021 AS INTRODUCED.pdf?source=legislation";"Alok Kumar Suman"
"2022-02-04";"The Constitution (Amendment) Bill, 2022 (Insertion of new article 21B)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4 of 2022 as introduced.pdf?source=legislation";"Andimuthu Raja"
"2022-02-04";"The Persons Living on Riverine Islands in the State of Assam (Welfare and Census) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/153 of 2021 As int.pdf?source=legislation";"Abdul Khaleque"
"2022-02-04";"The Working Journalists and Other Newspaper Employees (Conditions of Service) and Miscellaneous Provisions (Amendment) Bill, 2019 (Amendment of section 2)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/346 of 2019As.pdf?source=legislation";"K. Navaskani"
"2021-12-03";"The Central Universities (Amendment) Bill, 2019 (Insertion of new section 3E, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/297 of 2019AS INTRO.pdf?source=legislation";"Sujay Radhakrishna Vikhepatil"
"2021-12-03";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2019 (Substitution of new section for section 11)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/283 of 2019 as.pdf?source=legislation";"Jayant Sinha"
"2021-12-03";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2020 (Amendment of Schedule 1)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/108 of 2020 As Int....pdf?source=legislation";"Ganesh Singh"
"2021-12-03";"The Institutes of Technology (Amendment) Bill, 2020 (Insertion of new section 2A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/90 of 2020 As Int....pdf?source=legislation";"Jayant Sinha"
"2021-12-03";"The Overseas Workers (Management And Welfare) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/250 of 2019 as.pdf?source=legislation";"Janardan Singh Sigriwal"
"2021-12-03";"The Compulsory Rainwater Harvesting in Government Establishments and Schools Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/345 of 2019 as.pdf?source=legislation";"Sujay Radhakrishna Vikhepatil"
"2021-12-03";"The Climate Change (Net Zero Carbon) Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/41 of 2021 AS.pdf?source=legislation";"Jayant Sinha"
"2021-12-03";"The Consumer Protection (Amendment) Bill, 2019 (Amendment of section 2)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/227 of 2019 as.pdf?source=legislation";"Sanjay Jaiswal"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 21B)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/311 of 2019As Int....pdf?source=legislation";"Sujay Radhakrishna Vikhepatil"
"2021-12-03";"The Prohibition of Child Marriage (Amendment) Bill, 2019 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/199 of 2019 as.pdf?source=legislation";"Sanjay Jaiswal"
"2021-12-03";"The Rural Labour Welfare Fund Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/294 of 2019 as.pdf?source=legislation";"Janardan Singh Sigriwal"
"2021-12-03";"The Reservation for the Scheduled Castes, the Scheduled Tribes and the Other Backward Classes in Private Sector Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/87 of 2020 as.pdf?source=legislation";"Ganesh Singh"
"2021-12-03";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2020(Amendment of section 12)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/52 of 2020 AS INTRO.pdf?source=legislation";"Sanjay Jaiswal"
"2021-12-03";"The Reservation for the Other Backward Classes the Scheduled Castes and the Scheduled Tribes in Admission in Private Educational Institutions Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/83 of 2020 As Int....pdf?source=legislation";"Ganesh Singh"
